title,experience,salary,location,job_type,url,company,description,posted_date,company_logo,apply_link,country,source,ingestion_timestamp
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:36.063886
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:36.070406
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:38.999749
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:45.500020
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:48.140077
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Senior Sales Engineer - Stevenage. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341033/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:35:44.189007
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Senior Sales Engineer - Stevenage. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341033/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:35:47.298371
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Senior Sales Engineer - Stevenage. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341033/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:35:48.811403
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:44.970642
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:48.810402
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:50.320403
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:44.384677
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:48.284780
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:49.900461
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:42.014023
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:48.191670
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:51.150876
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Logistics Administrator. Location: Basingstoke. Salary £27,000. Hours: Monday to Friday, 8am-5pm. My client who are based in Basingstoke are seeking a detail orientated Logistics Administrator to join their team. To apply for this role you will need previous experience working within stock movement …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341026/Logistics-Administrator/apply,UK,cv_library,2025-04-13T14:35:46.001654
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Logistics Administrator. Location: Basingstoke. Salary £27,000. Hours: Monday to Friday, 8am-5pm. My client who are based in Basingstoke are seeking a detail orientated Logistics Administrator to join their team. To apply for this role you will need previous experience working within stock movement …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341026/Logistics-Administrator/apply,UK,cv_library,2025-04-13T14:35:50.311639
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Logistics Administrator. Location: Basingstoke. Salary £27,000. Hours: Monday to Friday, 8am-5pm. My client who are based in Basingstoke are seeking a detail orientated Logistics Administrator to join their team. To apply for this role you will need previous experience working within stock movement …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341026/Logistics-Administrator/apply,UK,cv_library,2025-04-13T14:35:51.847951
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:46.978032
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:50.686825
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"SENIOR STRUCTURAL ENGINEER. LONDON. Permanent. £55,000 - £65,000 + up to two paid memberships of professional institutions - 26 days annual leave - flexible working hours. If you are a Senior Structural Engineer looking for a new role with the opportunity to work on prestigious projects then this …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341031/Senior-Structural-Engineer/apply,UK,cv_library,2025-04-13T14:35:52.416837
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:44.784440
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:49.522568
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:51.823733
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:48.556472
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:51.756263
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:52.489643
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"OPPORTUNITY FOR A EXPERIENCED SECURITY SYSTEMS ENGINEER WITH A REPUTABLE ALARM PROVIDER. TITLE: Security Intruder Alarm Engineer - Access Control and CCTV. SALARY: CIRCA £30-40k DOE. Holiday and pension scheme. Company Van. LOCATION: Leicester / Coventry Area. YOU MAY BE A: Fire Alarm Engineer, …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341053/Security-Intruder-Alarm-Engineer-Access-Control-and-CCTV/apply,UK,cv_library,2025-04-13T14:35:44.741028
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"OPPORTUNITY FOR A EXPERIENCED SECURITY SYSTEMS ENGINEER WITH A REPUTABLE ALARM PROVIDER. TITLE: Security Intruder Alarm Engineer - Access Control and CCTV. SALARY: CIRCA £30-40k DOE. Holiday and pension scheme. Company Van. LOCATION: Leicester / Coventry Area. YOU MAY BE A: Fire Alarm Engineer, …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341053/Security-Intruder-Alarm-Engineer-Access-Control-and-CCTV/apply,UK,cv_library,2025-04-13T14:35:48.172242
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"OPPORTUNITY FOR A EXPERIENCED SECURITY SYSTEMS ENGINEER WITH A REPUTABLE ALARM PROVIDER. TITLE: Security Intruder Alarm Engineer - Access Control and CCTV. SALARY: CIRCA £30-40k DOE. Holiday and pension scheme. Company Van. LOCATION: Leicester / Coventry Area. YOU MAY BE A: Fire Alarm Engineer, …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341053/Security-Intruder-Alarm-Engineer-Access-Control-and-CCTV/apply,UK,cv_library,2025-04-13T14:35:52.149405
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:47.017747
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:47.021260
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:47.717591
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:51.313559
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:52.740982
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:47.096679
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:47.099682
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:48.844352
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:52.469847
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:52.977766
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:48.678606
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:52.396687
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Role: Chartered Building Surveyor. Location: Manchester. Salary: £45,000 - £50,000. We are seeking a motivated and ambitious Chartered Building Surveyor to join our client's dynamic team in Manchester. The Role. As a Chartered Building Surveyor, you will deliver outstanding professional services …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341027/Chartered-Building-Surveyor/apply,UK,cv_library,2025-04-13T14:35:53.225864
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"OPPORTUNITY FOR A EXPERIENCED SECURITY SYSTEMS ENGINEER WITH A REPUTABLE ALARM PROVIDER. TITLE: Security Intruder Alarm Engineer - Access Control and CCTV. SALARY: CIRCA £30-40k DOE. Holiday and pension scheme. Company Van. LOCATION: Leicester / Coventry Area. YOU MAY BE A: Fire Alarm Engineer, …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341053/Security-Intruder-Alarm-Engineer-Access-Control-and-CCTV/apply,UK,cv_library,2025-04-13T14:35:49.580672
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"OPPORTUNITY FOR A EXPERIENCED SECURITY SYSTEMS ENGINEER WITH A REPUTABLE ALARM PROVIDER. TITLE: Security Intruder Alarm Engineer - Access Control and CCTV. SALARY: CIRCA £30-40k DOE. Holiday and pension scheme. Company Van. LOCATION: Leicester / Coventry Area. YOU MAY BE A: Fire Alarm Engineer, …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341053/Security-Intruder-Alarm-Engineer-Access-Control-and-CCTV/apply,UK,cv_library,2025-04-13T14:35:53.703932
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:35:54.584417
